ano,tipoProposicao,numero,ementa,tipo_veto,tipo_veto_conflito,resultado_rotulo,resultado_fonte,pergunta_invertida,data_votacao,votacao_materia,votos_sim,votos_nao,abstencoes,fonte,na_janela_de_coleta,documento_id
2023,Projeto de Lei Complementar,14,"Altera a Lei Complementar nº 840, de 23 de dezembro de 2011, para garantir a remoção, independentemente do interesse da Administração, de servidora pública vítima de violência institucional.",total,nao,REJEITADA,painel_resultado_rotulo,nao,2024-02-20,BLOCO VETOS 20.02.2024,0,34,0,ambas,sim,83507
2023,Projeto de Lei Complementar,18,"Altera a Lei Complementar nº 840, de 23 de dezembro de 2011, que “dispõe sobre o regime jurídico dos servidores públicos civis do Distrito Federal, das autarquias e das fundações públicas distritais”, para conceder jornada de trabalho diferenciada para servidoras lactantes.",indeterminado,nao,REJEITADA,painel_resultado_rotulo,nao,2024-02-20,BLOCO VETOS 20.02.2024,0,34,0,painel,sim,
2023,Projeto de Lei Complementar,2,"Altera a Lei Complementar nº 840, de 23 de dezembro de 2011, para garantir afastamento às servidoras vítimas de violência doméstica e familiar.",indeterminado,nao,REJEITADA,painel_resultado_rotulo,nao,2024-02-20,BLOCO VETOS 20.02.2024,0,34,0,painel,sim,
2023,Projeto de Lei Complementar,25,Dispõe sobre o parcelamento do solo urbano no Distrito Federal e dá outras providências.,parcial,nao,APROVADA,painel_resultado_rotulo,nao,2024-04-02,BLOCO VETOS 02.04.2024,64,0,0,ambas,sim,107376
2023,Projeto de Lei Complementar,31,"Homologa o Convênio ICMS 116, de 04 de agosto de 2023, que autoriza o Distrito Federal a instituir programa de remissão parcial de débitos fiscais e de anistia parcial de suas multas e juros relativos ao ICMS na forma que especifica; e institui o Programa de Incentivo à Regularização Fiscal do Distrito Federal – REFIS-DF 2023.",parcial,nao,APROVADA,painel_resultado_rotulo,nao,2024-04-02,BLOCO VETOS 02.04.2024,64,0,0,ambas,sim,99678
2023,Projeto de Lei Complementar,37,"Dispõe sobre a concorrência leal entre os agentes econômicos para coibir eventuais desequilíbrios desleais e dolosos na concorrência do mercado no âmbito do distrito federal, identificando o sujeito passivo tributário (contribuinte) considerado como devedor contumaz, e dá outras providências.",indeterminado,nao,REPROVADO,painel_resultado_rotulo,sim,2026-04-29,BLOCO DE VETOS 29/04/2026 - PELA REJEIÇÃO,0,17,0,painel,sim,
2023,Projeto de Lei Complementar,5,"Altera a Complementar nº 840, de 23 de dezembro de 2011. 

",parcial,nao,sem_deliberacao,sem_votacao,nao,,,,,,relatorio_ccj,sim,128436
2023,Projeto de Lei Complementar,7,"Adequa o Fundo de Defesa dos Direitos do Consumidor, criado pela Lei Complementar nº 50, de 23 de dezembro de 1997, para garantir o mínimo existencial aos superendividados.",indeterminado,nao,REPROVADO,painel_resultado_rotulo,nao,2025-12-03,BLOCO DE VETOS DE 03/12/2025,0,17,0,painel,sim,
2023,Projeto de Lei Complementar,8,"Altera a Lei Complementar nº 925, de 28 de junho de 2017, que “Dispõe sobre a reversão ao Tesouro do Distrito Federal do superávit financeiro de órgãos e entidades da administração direta e indireta integrantes dos orçamentos fiscal e da seguridade social do Distrito Federal e dá outras providências. ” e revoga dispositivo da Lei Complementar nº 704, de 18 de janeiro de 2005, que “Cria o Fundo para a Geração de Emprego e Renda do Distrito Federal, altera o § nº 2º do art. 25 da Lei 3.196, de 29 de setembro de 2003 e dá outras providências.”

",total,nao,REPROVADO,painel_resultado_rotulo,nao,2025-12-03,BLOCO DE VETOS DE 03/12/2025,0,17,0,ambas,sim,127866
2024,Projeto de Lei,1045,"Dispõe sobre direitos de cães e gatos – domésticos, comunitários ou abandonados –, sobre direitos e deveres de seus responsáveis, tutores e cuidadores, com o propósito de preservar o bem-estar dos animais, e evitar maus tratos por parte de vizinhos, condôminos e administrações de condomínios no Distrito Federal.",indeterminado,nao,REPROVADO,painel_resultado_rotulo,nao,2025-12-03,BLOCO DE VETOS DE 03/12/2025,0,17,0,painel,sim,
2024,Projeto de Lei,1053,Institui protocolo de gestão de crise no enfrentamento de doenças sazonais no Distrito Federal.,indeterminado,nao,REPROVADO,painel_resultado_rotulo,sim,2026-04-29,BLOCO DE VETOS 29/04/2026 - PELA REJEIÇÃO,0,17,0,painel,sim,
2024,Projeto de Lei,1056,"
Dispõe sobre o Programa de Saúde Reprodutiva da Mulher, Prevenção e Diagnóstico Precoce de Doenças Ginecológicas, e dá outras providências.
",indeterminado,nao,REPROVADO,painel_resultado_rotulo,nao,2025-06-03,BLOCO VETOS 03.06.2025,0,16,0,painel,sim,
2024,Projeto de Lei,1058,"Altera a Lei nº 7.313, de 27 de julho de 2023, que dispõe sobre as diretrizes orçamentárias para o exercício financeiro de 2024, e dá outras providências.",parcial,nao,sem_deliberacao,sem_votacao,nao,,,,,,relatorio_ccj,sim,121434
2024,Projeto de Lei,1077,"Institui, no âmbito do Distrito Federal, a obrigatoriedade de as empresas prestadoras de serviços e concessionárias de água, luz, telefone e internet, inserirem, nas faturas de consumo, dos órgãos do Poder Executivo, no âmbito de sua publicidade institucional, as fotos de foragidos da Justiça, condenados definitivamente, por crimes de violência contra a mulher.",indeterminado,nao,REPROVADO,painel_resultado_rotulo,nao,2025-06-03,BLOCO VETOS 03.06.2025,0,16,0,painel,sim,
2024,Projeto de Lei,1081,"Altera a Lei nº 7.155, de 10 de junho de 2022, que dispõe sobre o Serviço Público de Loteria do Distrito Federal, e dá outras providências.",parcial,nao,sem_deliberacao,sem_votacao,nao,,,,,,relatorio_ccj,sim,126510
2024,Projeto de Lei,1108,Dispõe sobre as diretrizes orçamentárias para o exercício financeiro de 2025 e dá outras providências. ,parcial,nao,REJEITADAS,painel_resultado_rotulo,nao,2024-08-27,VETO PARCIAL AO PL Nº 1108/2024,0,18,0,ambas,sim,127932
2024,Projeto de Lei,1256,"Altera a Lei nº 4.462, de 13 de janeiro de 2020, para assegurar aos matriculados na educação infantil e a um de seus acompanhantes o Passe Livre Estudantil nas modalidades de transporte público coletivo. 
",indeterminado,nao,APROVADA,painel_resultado_rotulo,nao,2025-05-13,BLOCO DE VETOS DE 13/05/2025,18,0,0,painel,sim,
2024,Projeto de Lei,1296,"Abre crédito suplementar à Lei Orçamentária Anual do Distrito Federal no valor de R$ 10.374.718,00. ",parcial,nao,sem_deliberacao,sem_votacao,nao,,,,,,relatorio_ccj,sim,136640
2024,Projeto de Lei,1298,"Dispõe sobre as garantias trabalhistas a serem observadas na execução dos contratos administrativos na administração pública direta, autárquica e fundacional do Distrito Federal.",indeterminado,nao,REPROVADO,painel_resultado_rotulo,nao,2025-06-03,BLOCO VETOS 03.06.2025,0,16,0,painel,sim,
2024,Projeto de Lei,1309,Estabelece medidas de prevenção e enfrentamento às queimadas anuais no Distrito Federal e dá outras providências.,indeterminado,nao,REPROVADO,painel_resultado_rotulo,nao,2025-12-03,BLOCO DE VETOS DE 03/12/2025,0,17,0,painel,sim,
2024,Projeto de Lei,1332,"Altera a Lei nº 6.448, de 23 de dezembro de 2019, que “dispõe sobre a carreira Planejamento Urbano e Infraestrutura do Distrito Federal”, e dá outras providências.",indeterminado,nao,REPROVADO,painel_resultado_rotulo,nao,2025-12-03,BLOCO DE VETOS DE 03/12/2025,0,17,0,painel,sim,
2024,Projeto de Lei,1339,"Altera a Lei nº 6.623, de 25 de junho de 2020, que dispõe sobre a concessão do Aluguel Social às mulheres vítimas de violência doméstica no Distrito Federal e dá outras providências.


",indeterminado,nao,REPROVADO,painel_resultado_rotulo,sim,2026-04-29,BLOCO DE VETOS 29/04/2026 - PELA REJEIÇÃO,0,17,0,painel,sim,
2024,Projeto de Lei,1449,INSTITUI O SISTEMA DE ACADEMIAS DA TERCEIRA IDADE E ACADEMIA DA SAÚDE E ENVELHECIMENTO SAUDÁVEL NO ÂMBITO DO DISTRITO FEDERAL E DÁ OUTRAS PROVIDÊNCIAS,indeterminado,nao,REPROVADO,painel_resultado_rotulo,nao,2025-12-03,BLOCO DE VETOS DE 03/12/2025,0,17,0,painel,sim,
2024,Projeto de Lei,1477,"Dispõe sobre o direito do pedestre à iluminação pública em abrigos e paradas de ônibus, passarelas e passagens subterrâneas no Distrito Federal.",indeterminado,nao,REPROVADO,painel_resultado_rotulo,nao,2025-12-03,BLOCO DE VETOS DE 03/12/2025,0,17,0,painel,sim,
2024,Projeto de Lei,853,"Dispõe acerca da utilização de valores decorrentes de saldo de licença-prêmio convertido em pecúnia para compra de imóveis junto a Terracap, e dá outras providências.",indeterminado,nao,REPROVADO,painel_resultado_rotulo,nao,2025-12-03,BLOCO DE VETOS DE 03/12/2025,0,17,0,painel,sim,
2024,Projeto de Lei,881,"Altera a Lei nº 6.623, de 25 de junho de 2020, que dispõe sobre a concessão do Aluguel Social às mulheres vítimas de violência doméstica no Distrito Federal e dá outras providências, para incluir às mães ou cuidadoras atípicas ou com filhos com deficiência que tenham sido abandonadas pelo cônjuge ou companheiro.

",indeterminado,nao,REPROVADO,painel_resultado_rotulo,nao,2025-12-03,BLOCO DE VETOS DE 03/12/2025,0,17,0,painel,sim,
2024,Projeto de Lei,885,"Altera a Lei 3.830, de 14 de março de 2006, para definir a base de cálculo do Imposto sobre a Transmissão “Inter Vivos” de Bens Imóveis e de Direitos a eles Relativos - ITBI. 

",total,nao,sem_deliberacao,sem_votacao,nao,,,,,,relatorio_ccj,sim,128334
2024,Projeto de Lei,899,"Assegura a gratuidade no Sistema de Transportes Público Coletivo do Distrito Federal para mãe, pai ou responsável legal de bebê prematuro internado em unidade neonatal da rede pública de saúde do Distrito Federal.",total,nao,REPROVADO,painel_resultado_rotulo,nao,2025-06-03,BLOCO VETOS 03.06.2025,0,16,0,ambas,sim,281963
2024,Projeto de Lei,918,Institui o “Programa Rotas Rurais e Endereçamento Digital (PRORRED)”.,indeterminado,nao,REPROVADO,painel_resultado_rotulo,nao,2025-06-03,BLOCO VETOS 03.06.2025,0,16,0,painel,sim,
2024,Projeto de Lei,969,"Altera a Lei nº 7.313, de 27 de julho de 2023, que Dispõe sobre as diretrizes orçamentárias para o exercício financeiro de 2024 e dá outras providências.",parcial,nao,sem_deliberacao,sem_votacao,nao,,,,,,relatorio_ccj,sim,117440
2024,Projeto de Lei,981,"Institui o processo administrativo eletrônico relacionado à proteção aos direitos das mulheres, no âmbito do Distrito Federal, e dá outras providências.",indeterminado,nao,REPROVADO,painel_resultado_rotulo,nao,2025-06-03,BLOCO VETOS 03.06.2025,0,16,0,painel,sim,
2024,Projeto de Lei,984,"Dispõe sobre a proteção dos direitos dos trabalhadores terceirizados que prestam serviços nos órgãos do Distrito Federal, estabelecendo que sua devolução à empresa contratada somente ocorra mediante justa causa e dá outras providências.",indeterminado,nao,REPROVADO,painel_resultado_rotulo,nao,2025-06-03,BLOCO VETOS 03.06.2025,0,16,0,painel,sim,
2024,Projeto de Lei Complementar,41,"Aprova o Plano de Preservação do Conjunto Urbanístico de Brasília – PPCUB e dá outras providências.
",parcial,nao,sem_deliberacao,sem_votacao,nao,,,,,,relatorio_ccj,sim,129035
2025,Projeto de Lei,1593,"Altera a Lei 3.830, de 14 de março de 2006, que “Dispõe quanto ao Imposto sobre a Transmissão “Inter Vivos” de Bens Imóveis e de Direitos a eles Relativos – ITBI, e dá outras providências”, para estabelecer o valor de mercado do imóvel como base de cálculo do Imposto sobre a Transmissão “Inter Vivos” de Bens Imóveis e de Direitos a eles Relativos - ITBI. 

",indeterminado,nao,REPROVADO,painel_resultado_rotulo,nao,2025-12-03,BLOCO DE VETOS DE 03/12/2025,0,17,0,painel,sim,
2025,Projeto de Lei,1630,"Dispõe sobre a instituição de quarentena para o ocupante do cargo de Secretário de Estado de Saúde do Distrito Federal e de Diretor-Presidente do Instituto de Gestão Estratégica de Saúde do Distrito Federal (IGESDF) ao deixar o cargo, na forma que especifica.",indeterminado,nao,REPROVADO,painel_resultado_rotulo,nao,2025-12-03,BLOCO DE VETOS DE 03/12/2025,0,17,0,painel,sim,
2025,Projeto de Lei,1645,"Estabelece diretrizes para implementação e estruturação de espaços físicos, denominados “Centros Interescolar de Robótica – CIR”, a fim de fomentar o letramento digital, robótica e utilização adequada da inteligência artificial como elemento didático na Educação Básica do Distrito Federal.",indeterminado,nao,REPROVADO,painel_resultado_rotulo,nao,2025-12-03,BLOCO DE VETOS DE 03/12/2025,0,17,0,painel,sim,
2025,Projeto de Lei,1661,"Altera a Lei nº 4949/2012, que estabelece normas gerais para realização de concurso público pela administração direta, autárquica e fundacional do Distrito Federal.",indeterminado,nao,REPROVADO,painel_resultado_rotulo,nao,2025-12-03,BLOCO DE VETOS DE 03/12/2025,0,17,0,painel,sim,
2025,Projeto de Lei,1742,Dispõe sobre as diretrizes orçamentárias para o exercício financeiro de 2026 e dá outras providências.,indeterminado,nao,REPROVADO,painel_resultado_rotulo,nao,2025-09-09,BLOCO DE VETOS DE 09/09/2025,0,18,0,painel,sim,
2025,Projeto de Lei,2003,"Institui o Programa “Beleza Legal DF”, que estabelece diretrizes de apoio, capacitação, saúde e formalização das profissionais e microempreendedoras do setor de beleza, estética e cuidados pessoais no âmbito do Distrito Federal.",indeterminado,nao,REPROVADO,painel_resultado_rotulo,sim,2026-04-29,BLOCO DE VETOS 29/04/2026 - PELA REJEIÇÃO,0,17,0,painel,sim,
2025,Projeto de Lei,2014,"Reconhece a Língua Brasileira de Sinais - Libras, e demais recursos de expressão a ela associados, como meio legal de comunicação e expressão",indeterminado,nao,REPROVADO,painel_resultado_rotulo,sim,2026-04-29,BLOCO DE VETOS 29/04/2026 - PELA REJEIÇÃO,0,17,0,painel,sim,
2025,Projeto de Lei Complementar,64,Institui a Política Distrital de Arborização Urbana e de Combate a Desigualdades Ambientais e dá outras providências,indeterminado,nao,REPROVADO,painel_resultado_rotulo,nao,2025-12-03,BLOCO DE VETOS DE 03/12/2025,0,17,0,painel,sim,
2026,Projeto de Lei Complementar,100,"Altera a Lei nº 5.594, de 28 de dezembro de 2015, que ""institui o Fundo da Receita Tributária do Distrito Federal - PRÓ-RECEITA"", e a Lei Complementar nº 981, de 14 de janeiro de 2021, que ""institui o Fundo de Aprimoramento do Controle Interno do Distrito Federal – Pró-Controle Interno e dá outras providências"".",indeterminado,nao,REPROVADO,painel_resultado_rotulo,sim,2026-04-29,BLOCO DE VETOS 29/04/2026 - PELA REJEIÇÃO,0,17,0,painel,sim,
